role,permissions
roles/firebaserules.admin,firebaserules.releases.create;firebaserules.releases.delete;firebaserules.releases.get;firebaserules.releases.getExecutable;firebaserules.releases.list;firebaserules.releases.update;firebaserules.rulesets.create;firebaserules.rulesets.delete;firebaserules.rulesets.get;firebaserules.rulesets.list;firebaserules.rulesets.test;resourcemanager.projects.get;resourcemanager.projects.list
roles/firebaserules.system,datastore.databases.get;datastore.entities.allocateIds;datastore.entities.create;datastore.entities.delete;datastore.entities.get;datastore.entities.list;datastore.entities.update;pubsub.topics.get;pubsub.topics.list;pubsub.topics.publish;resourcemanager.projects.get;resourcemanager.projects.list;storage.objects.create;storage.objects.delete;storage.objects.get;storage.objects.list;storage.objects.update
roles/firebaserules.viewer,firebaserules.releases.get;firebaserules.releases.list;firebaserules.rulesets.get;firebaserules.rulesets.list;resourcemanager.projects.get;resourcemanager.projects.list
roles/firebase.sdkAdminServiceAgent,appengine.applications.get;cloudconfig.configs.get;cloudconfig.configs.update;cloudmessaging.messages.create;datastore.databases.get;datastore.databases.list;datastore.entities.allocateIds;datastore.entities.create;datastore.entities.delete;datastore.entities.get;datastore.entities.list;datastore.entities.update;datastore.indexes.get;datastore.indexes.list;datastore.namespaces.get;datastore.namespaces.list;datastore.statistics.get;datastore.statistics.list;firebase.clients.create;firebase.clients.delete;firebase.clients.get;firebase.projects.get;firebase.projects.update;firebaseauth.configs.create;firebaseauth.configs.get;firebaseauth.configs.update;firebaseauth.users.create;firebaseauth.users.createSession;firebaseauth.users.delete;firebaseauth.users.get;firebaseauth.users.sendEmail;firebaseauth.users.update;firebasedatabase.instances.create;firebasedatabase.instances.get;firebasedatabase.instances.list;firebasedatabase.instances.update;firebasehosting.sites.create;firebasehosting.sites.delete;firebasehosting.sites.get;firebasehosting.sites.list;firebasehosting.sites.update;firebaseml.compressionjobs.create;firebaseml.compressionjobs.delete;firebaseml.compressionjobs.get;firebaseml.compressionjobs.list;firebaseml.compressionjobs.start;firebaseml.compressionjobs.update;firebaseml.models.create;firebaseml.models.delete;firebaseml.models.get;firebaseml.models.list;firebaseml.modelversions.create;firebaseml.modelversions.get;firebaseml.modelversions.list;firebaseml.modelversions.update;firebasenotifications.messages.create;firebasenotifications.messages.delete;firebasenotifications.messages.get;firebasenotifications.messages.list;firebasenotifications.messages.update;firebaserules.releases.get;firebaserules.releases.list;firebaserules.releases.update;firebaserules.rulesets.create;firebaserules.rulesets.delete;firebaserules.rulesets.get;firebaserules.rulesets.list;resourcemanager.projects.get;resourcemanager.projects.list;resourcemanager.projects.update;storage.buckets.create;storage.buckets.delete;storage.buckets.get;storage.buckets.list;storage.buckets.update;storage.objects.create;storage.objects.delete;storage.objects.get;storage.objects.getIamPolicy;storage.objects.list;storage.objects.setIamPolicy;storage.objects.update
roles/firebase.viewer,automl.annotationSpecs.get;automl.annotationSpecs.list;automl.annotations.list;automl.columnSpecs.get;automl.columnSpecs.list;automl.datasets.get;automl.datasets.list;automl.examples.get;automl.examples.list;automl.humanAnnotationTasks.get;automl.humanAnnotationTasks.list;automl.locations.get;automl.locations.list;automl.modelEvaluations.get;automl.modelEvaluations.list;automl.models.get;automl.models.list;automl.operations.get;automl.operations.list;automl.tableSpecs.get;automl.tableSpecs.list;clientauthconfig.brands.get;clientauthconfig.brands.list;cloudconfig.configs.get;cloudfunctions.functions.get;cloudfunctions.functions.list;cloudfunctions.locations.list;cloudfunctions.operations.get;cloudfunctions.operations.list;cloudnotifications.activities.list;cloudtestservice.environmentcatalog.get;cloudtestservice.matrices.get;cloudtoolresults.executions.get;cloudtoolresults.executions.list;cloudtoolresults.histories.get;cloudtoolresults.histories.list;cloudtoolresults.settings.get;cloudtoolresults.steps.get;cloudtoolresults.steps.list;datastore.databases.get;datastore.databases.getIamPolicy;datastore.databases.list;datastore.entities.get;datastore.entities.list;datastore.indexes.get;datastore.indexes.list;datastore.namespaces.get;datastore.namespaces.getIamPolicy;datastore.namespaces.list;datastore.statistics.get;datastore.statistics.list;errorreporting.groups.list;firebase.billingPlans.get;firebase.clients.get;firebase.links.list;firebase.projects.get;firebaseabt.experimentresults.get;firebaseabt.experiments.get;firebaseabt.experiments.list;firebaseabt.projectmetadata.get;firebaseanalytics.resources.googleAnalyticsReadAndAnalyze;firebaseappdistro.groups.list;firebaseappdistro.releases.list;firebaseappdistro.testers.list;firebaseauth.configs.get;firebaseauth.users.get;firebasecrash.reports.get;firebasecrashlytics.config.get;firebasecrashlytics.data.get;firebasecrashlytics.issues.get;firebasecrashlytics.issues.list;firebasecrashlytics.sessions.get;firebasedatabase.instances.get;firebasedatabase.instances.list;firebasedynamiclinks.destinations.list;firebasedynamiclinks.domains.get;firebasedynamiclinks.domains.list;firebasedynamiclinks.links.get;firebasedynamiclinks.links.list;firebasedynamiclinks.stats.get;firebaseextensions.configs.list;firebasehosting.sites.get;firebasehosting.sites.list;firebaseinappmessaging.campaigns.get;firebaseinappmessaging.campaigns.list;firebaseml.compressionjobs.get;firebaseml.compressionjobs.list;firebaseml.models.get;firebaseml.models.list;firebaseml.modelversions.get;firebaseml.modelversions.list;firebasenotifications.messages.get;firebasenotifications.messages.list;firebaseperformance.data.get;firebasepredictions.predictions.list;firebaserules.releases.get;firebaserules.releases.list;firebaserules.rulesets.get;firebaserules.rulesets.list;logging.logEntries.list;monitoring.timeSeries.list;resourcemanager.projects.get;resourcemanager.projects.getIamPolicy;resourcemanager.projects.list;serviceusage.operations.get;serviceusage.operations.list;serviceusage.quotas.get;serviceusage.services.get;serviceusage.services.list;storage.buckets.get;storage.buckets.getIamPolicy;storage.buckets.list;storage.objects.get;storage.objects.getIamPolicy;storage.objects.list
roles/gameservices.admin,gameservices.gameServerClusters.create;gameservices.gameServerClusters.delete;gameservices.gameServerClusters.get;gameservices.gameServerClusters.list;gameservices.gameServerClusters.update;gameservices.gameServerConfigs.create;gameservices.gameServerConfigs.delete;gameservices.gameServerConfigs.get;gameservices.gameServerConfigs.list;gameservices.gameServerDeployments.create;gameservices.gameServerDeployments.delete;gameservices.gameServerDeployments.get;gameservices.gameServerDeployments.list;gameservices.gameServerDeployments.rollout;gameservices.gameServerDeployments.update;gameservices.locations.get;gameservices.locations.list;gameservices.operations.cancel;gameservices.operations.delete;gameservices.operations.get;gameservices.operations.list;gameservices.realms.create;gameservices.realms.delete;gameservices.realms.get;gameservices.realms.list;gameservices.realms.update;resourcemanager.projects.get;resourcemanager.projects.list
roles/gameservices.viewer,gameservices.gameServerClusters.get;gameservices.gameServerClusters.list;gameservices.gameServerConfigs.get;gameservices.gameServerConfigs.list;gameservices.gameServerDeployments.get;gameservices.gameServerDeployments.list;gameservices.locations.get;gameservices.locations.list;gameservices.operations.get;gameservices.operations.list;gameservices.realms.get;gameservices.realms.list;resourcemanager.projects.get;resourcemanager.projects.list
roles/genomics.admin,genomics.datasets.create;genomics.datasets.delete;genomics.datasets.get;genomics.datasets.getIamPolicy;genomics.datasets.list;genomics.datasets.setIamPolicy;genomics.datasets.update;genomics.operations.cancel;genomics.operations.create;genomics.operations.get;genomics.operations.list
roles/genomics.editor,genomics.datasets.create;genomics.datasets.delete;genomics.datasets.get;genomics.datasets.list;genomics.datasets.update;genomics.operations.cancel;genomics.operations.create;genomics.operations.get;genomics.operations.list
roles/genomics.pipelinesRunner,genomics.operations.cancel;genomics.operations.create;genomics.operations.get;genomics.operations.list
roles/genomics.viewer,genomics.datasets.get;genomics.datasets.list;genomics.operations.get;genomics.operations.list
roles/gkehub.admin,gkehub.locations.get;gkehub.locations.list;gkehub.memberships.create;gkehub.memberships.delete;gkehub.memberships.generateConnectManifest;gkehub.memberships.get;gkehub.memberships.getIamPolicy;gkehub.memberships.list;gkehub.memberships.setIamPolicy;gkehub.memberships.update;gkehub.operations.cancel;gkehub.operations.get;gkehub.operations.list;resourcemanager.projects.get;resourcemanager.projects.list
roles/gkehub.connect,gkehub.endpoints.connect
roles/gkehub.viewer,gkehub.locations.get;gkehub.locations.list;gkehub.memberships.generateConnectManifest;gkehub.memberships.get;gkehub.memberships.getIamPolicy;gkehub.memberships.list;gkehub.operations.get;gkehub.operations.list;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.annotationEditor,healthcare.datasets.get;healthcare.datasets.list;healthcare.operations.get;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.annotationReader,healthcare.datasets.get;healthcare.datasets.list;healthcare.operations.get;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.annotationStoreAdmin,healthcare.datasets.get;healthcare.datasets.list;healthcare.operations.get;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.annotationStoreViewer,healthcare.datasets.get;healthcare.datasets.list;healthcare.operations.get;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.datasetAdmin,healthcare.datasets.create;healthcare.datasets.deidentify;healthcare.datasets.delete;healthcare.datasets.get;healthcare.datasets.getIamPolicy;healthcare.datasets.list;healthcare.datasets.setIamPolicy;healthcare.datasets.update;healthcare.operations.cancel;healthcare.operations.get;healthcare.operations.list;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.datasetViewer,healthcare.datasets.get;healthcare.datasets.list;healthcare.operations.get;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.dicomEditor,healthcare.datasets.get;healthcare.datasets.list;healthcare.dicomStores.dicomWebDelete;healthcare.dicomStores.dicomWebRead;healthcare.dicomStores.dicomWebWrite;healthcare.dicomStores.export;healthcare.dicomStores.get;healthcare.dicomStores.import;healthcare.dicomStores.list;healthcare.operations.cancel;healthcare.operations.get;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.dicomStoreAdmin,healthcare.datasets.get;healthcare.datasets.list;healthcare.dicomStores.create;healthcare.dicomStores.delete;healthcare.dicomStores.dicomWebDelete;healthcare.dicomStores.get;healthcare.dicomStores.getIamPolicy;healthcare.dicomStores.list;healthcare.dicomStores.setIamPolicy;healthcare.dicomStores.update;healthcare.operations.cancel;healthcare.operations.get;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.dicomStoreViewer,healthcare.datasets.get;healthcare.datasets.list;healthcare.dicomStores.get;healthcare.dicomStores.list;healthcare.operations.get;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.dicomViewer,healthcare.datasets.get;healthcare.datasets.list;healthcare.dicomStores.dicomWebRead;healthcare.dicomStores.export;healthcare.dicomStores.get;healthcare.dicomStores.list;healthcare.operations.get;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.fhirResourceEditor,healthcare.datasets.get;healthcare.datasets.list;healthcare.fhirResources.create;healthcare.fhirResources.delete;healthcare.fhirResources.get;healthcare.fhirResources.patch;healthcare.fhirResources.update;healthcare.fhirStores.get;healthcare.fhirStores.list;healthcare.fhirStores.searchResources;healthcare.operations.cancel;healthcare.operations.get;resourcemanager.projects.get;resourcemanager.projects.list
roles/healthcare.fhirResourceReader,healthcare.datasets.get;healthcare.datasets.list;healthcare.fhirResources.get;healthcare.fhirStores.get;healthcare.fhirStores.list;healthcare.fhirStores.searchResources;healthcare.operations.get;resourcemanager.projects.get;resourcemanager.projects.list
